TAXONOMIC_NAME,FAMILY,Lmax,Linf,K,Kyears,M,Lifespan,GenerationTime,AgeMat,Lmat,LmaxYields,Wmax,MaxN_prot,Repr,Fecundity,Resilience,Main food,Trophic level,QB
Cocotropus larvatus,Aploactinidae,7.1,7.6,,,,0,0,0,5.2,4.4,,,,,Please en,,,times the body weight per year
Cocotropus microps,Aploactinidae,3.9,4.2,,,,0,0,0,3,2.4,,,,,Please en,,0,times the body weight per year
Coelorinchus acanthiger,Macrouridae,50.0,52,0.16,0.92,0.25,17.8,5.3,4.2,29,32.7,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus acutirostris,Macrouridae,22.3,23.5,0.35,0.51,0.55,8.1,2.2,2.1,14.2,14.3,,,,,High; decline threshold,,,times the body weight per year
Coelorinchus amydrozosterus,Macrouridae,25.0,26.3,0.31,0.56,0.48,9.1,2.5,2.4,15.7,16.1,,,,,High; decline threshold,,,times the body weight per year
Coelorinchus anatirostris,Macrouridae,43.0,44.8,0.19,0.8,0.3,15,4.4,3.6,25.4,28,,,,,Medium; decline threshold,mainly animals,3.2+/- s.e. 0.41,times the body weight per year
Coelorinchus argentatus,Macrouridae,37.0,38.7,0.22,0.71,0.5,12.9,3.7,3.2,22.3,24,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Coelorinchus argus,Macrouridae,20.0,21.1,0.38,0.48,0.88,7.4,2.8,2,12.9,12.8,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.43,times the body weight per year
Coelorinchus australis,Macrouridae,55.0,57.1,0.15,0.95,0.24,19,5.7,4.4,31.6,36,,,,,Low; decline threshold,mainly animals,4.1+/- s.e. 0.61,times the body weight per year
Coelorinchus charius,Macrouridae,37.0,38.7,0.22,0.71,0.34,12.9,3.7,3.2,22.3,24,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus fasciatus,Macrouridae,50.0,52,0.16,0.92,0.25,17.8,5.3,4.2,29,32.7,,,,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.22,times the body weight per year
Coelorinchus gaesorhynchus,Macrouridae,25.0,26.3,0.31,0.56,0.48,9.1,2.5,2.4,15.7,16.1,,,,,High; decline threshold,,,times the body weight per year
Coelorinchus goobala,Macrouridae,35.0,36.6,0.23,0.69,0.36,12.4,3.5,3.1,21.2,22.7,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus hoangi,Macrouridae,35.0,36.6,0.23,0.69,0.44,12.4,3.5,3.1,21.2,22.7,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus innotabilis,Macrouridae,32.0,33.5,0.25,0.65,0.39,11.4,3.2,2.9,19.6,20.7,,,,,Medium; decline threshold,mainly animals,3.3+/- s.e. 0.43,times the body weight per year
Coelorinchus kaiyomaru,Macrouridae,43.0,44.8,0.19,0.8,0.3,15,4.4,3.6,25.4,28,,,,,Medium; decline threshold,mainly animals,3.3+/- s.e. 0.46,times the body weight per year
Coelorinchus karrerae,Macrouridae,35.0,36.6,0.23,0.69,0.36,12.4,3.5,3.1,21.2,22.7,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus kermadecus,Macrouridae,62.0,64.3,0.14,0.99,0.23,20.4,6.2,4.6,35.1,40.8,,,,,Low; decline threshold,,,times the body weight per year
Coelorinchus lasti,Macrouridae,62.0,64.3,0.14,0.99,0.22,20.4,6.2,4.6,35.1,40.8,,,,,Low; decline threshold,,,times the body weight per year
Coelorinchus matamua,Macrouridae,65.0,67.3,0.13,1.06,0.2,22,6.7,5,36.6,42.7,,,,,Low; decline threshold,mainly animals,3.5+/- s.e. 0.48,times the body weight per year
Coelorinchus maurofasciatus,Macrouridae,39.9,41.6,0.2,0.77,0.31,14.2,4.1,3.5,23.8,25.9,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus mayiae,Macrouridae,28.0,29.4,0.28,0.6,0.44,10.1,2.8,2.6,17.4,18,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus mirus,Macrouridae,35.0,36.6,0.23,0.69,0.37,12.4,3.5,3.1,21.2,22.7,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus mycterismus,Macrouridae,49.0,51,0.17,0.86,0.26,16.8,4.9,4,28.5,32,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus parallelus,Macrouridae,48.0,49.9,0.17,0.87,0.26,16.8,4.9,4,28,31.3,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus pardus,Macrouridae,30.0,31.5,0.26,0.63,0.6,10.9,3,2.8,18.5,19.4,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus parvifasciatus,Macrouridae,28.5,29.9,0.28,0.6,0.44,10.1,2.8,2.6,17.7,18.3,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus semaphoreus,Macrouridae,34.0,35.6,0.24,0.67,0.37,11.8,3.3,3,20.7,22,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus sereti,Macrouridae,45.0,46.9,0.18,0.83,0.28,15.8,4.6,3.8,26.5,29.3,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus smithi,Macrouridae,43.2,45,0.19,0.8,0.36,15,4.4,3.6,25.5,28.1,,,,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.6,times the body weight per year
Coelorinchus spathulatus,Macrouridae,27.5,28.9,0.29,0.58,0.45,9.8,2.7,2.5,17.1,17.7,,,,,Medium; decline threshold,,,times the body weight per year
Coelorinchus supernasutus,Macrouridae,63.5,65.8,0.13,1.06,0.2,22,6.7,5,35.9,41.7,,,,,Low; decline threshold,,,times the body weight per year
Coelorinchus thurla,Macrouridae,21.0,22.1,0.37,0.49,0.58,7.6,2.8,2.1,13.5,13.4,,,,,High; decline threshold,,,times the body weight per year
Coelorinchus trachycarus,Macrouridae,50.8,52.8,0.16,0.91,0.25,17.8,5.3,4.2,29.4,33.2,"17,440.0 g","523.3/3,270.6",,,Medium; decline threshold,,,times the body weight per year
Coloconger scholesi,Colocongridae,51.0,53,,,0.31,0,0,0,29.5,33.3,,,,,Please en,,0,times the body weight per year
Colurodontis paxmani,Monacanthidae,12.0,12.8,0.59,0.35,,4.7,1.9,1.4,8.2,7.6,,,,,High; decline threshold,,,times the body weight per year
Conger cinereus,Congridae,140.0,143.2,0.11,1.02,0.22,26.3,8.7,5.3,72.1,93.9,"4,413.0 g",127.1/794.4,,,Low; decline threshold,mainly animals,4.3+/- s.e. 0.48,times the body weight per year
Conger verreauxi,Congridae,200.0,203.4,0.08,1.29,0.11,36.2,12.4,7,98.8,135.3,,,,,Low; decline threshold,,0,times the body weight per year
Conger wilsoni,Congridae,150.0,153.3,0.1,1.11,0.2,28.9,9.6,5.8,76.7,100.8,,,,,Low; decline threshold,mainly animals,3.5+/- s.e. 0.59,times the body weight per year
Congiopodus leucopaecilus,Congiopodidae,35.0,36.6,,,0.44,0,0,0,21.2,22.7,,,,,Please en,,,times the body weight per year
Congriscus maldivensis,Congridae,35.2,36.8,0.32,0.49,,8.9,2.5,2.2,21.3,22.8,,,,,High; decline threshold,,,times the body weight per year
Congrogadus amplimaculatus,Pseudochromidae,12.9,13.7,,,,0,0,0,8.8,8.1,,,,,Please en,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Congrogadus malayanus,Pseudochromidae,7.1,7.6,,,,0,0,0,5.2,4.4,,,,,Please en,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Congrogadus spinifer,Pseudochromidae,13.0,13.8,,,1.77,0,0,0,8.8,8.2,,,,,Please en,mainly animals,3.6+/- s.e. 0.58,times the body weight per year
Congrogadus subducens,Pseudochromidae,45.0,46.9,,,0.73,0,0,0,26.5,29.3,,,,,Please en,mainly animals,4+/- s.e. 0.67,times the body weight per year
Congrogadus winterbottomi,Pseudochromidae,11.9,12.7,,,,0,0,0,8.2,7.5,,,,,Please en,mainly animals,3.5+/- s.e. 0.53,times the body weight per year
Conniella apterygia,Labridae,8.0,8.6,0.96,0.23,2.19,2.9,1.2,0.9,5.8,5,,,,,High; decline threshold,,,times the body weight per year
Conocara kreffti,Alepocephalidae,38.6,40.3,0.18,0.87,,15.8,4.5,3.9,23.1,25,,,,,Medium; decline threshold,,,times the body weight per year
Conocara microlepis,Alepocephalidae,27.0,28.4,0.25,0.68,,11.3,3.1,2.9,16.9,17.4,,,,,Medium; decline threshold,,,times the body weight per year
Conocara paxtoni,Alepocephalidae,38.7,40.4,0.18,0.87,,15.8,4.5,3.8,23.1,25.1,,,,,Medium; decline threshold,,,times the body weight per year
Contusus brevicaudus,Tetraodontidae,25.0,26.3,0.65,0.26,1.03,4.4,1.2,1.1,15.7,16.1,,,,,High; decline threshold,,,times the body weight per year
Contusus richei,Tetraodontidae,25.4,21.9,0.25,0.74,0.47,11.5,3.1,3,13.4,13.5,,,,,Medium; decline threshold,,,times the body weight per year
Cookeolus japonicus,Priacanthidae,69.0 NG,71.4,0.62,0.21,,4.6,1.4,1,38.6,45.5,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.6,times the body weight per year
Coradion altivelis,Chaetodontidae,18.0,19,1.02,0.18,1.88,2.8,1.1,0.8,11.8,11.4,,,,,High; decline threshold,mainly animals,2.7+/- s.e. 0.24,times the body weight per year
Coradion chrysozonus,Chaetodontidae,15.0,15.9,1.2,0.16,2.22,2.3,0.9,0.7,10,9.5,96.3 g,2.5/15.6,,,High; decline threshold,mainly animals,2.8+/- s.e. 0.18,times the body weight per year
Coradion melanopus,Chaetodontidae,15.0,15.9,1.2,0.16,2.22,2.3,0.9,0.7,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Coris auricularis,Labridae,40.0,48.4,0.16,0.93,0.34,17.8,5.2,4.2,27.2,30.3,,,,,Medium; decline threshold,,,times the body weight per year
Coris aurilineata,Labridae,14.0,14.9,0.57,0.35,0.92,4.9,1.9,1.4,9.4,8.9,,,,,High; decline threshold,,0,times the body weight per year
Coris aygula,Labridae,120.0,123.1,0.08,1.48,0.18,36,11.7,7.5,62.9,80.2,53.0 kg,"1,644.4/10,277.5",,,Low; decline threshold,mainly animals,3.7+/- s.e. 0.53,times the body weight per year
Coris batuensis,Labridae,17.0,18,0.48,0.39,1.09,5.9,2.2,1.6,11.2,10.8,,,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.36,times the body weight per year
Coris bulbifrons,Labridae,60.0,62.2,0.15,0.93,0.24,19.1,5.8,4.4,34.1,39.4,,,,,Low; decline threshold,mainly animals,3.3+/- s.e. 0.51,times the body weight per year
Coris caudimacula,Labridae,20.0,21.1,0.41,0.44,0.93,6.9,2.6,1.9,12.9,12.8,,,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.5,times the body weight per year
Coris dorsomacula,Labridae,38.0,39.7,0.23,0.68,0.52,12.4,3.6,3,22.8,24.7,,,,,Medium; decline threshold,,,times the body weight per year
Coris gaimard,Labridae,40.0,41.7,0.22,0.7,0.5,12.9,3.7,3.1,23.8,26,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.17,times the body weight per year
Coris picta,Labridae,25.0,26.3,0.34,0.51,0.64,8.3,2.3,2.2,15.7,16.1,,,,,High; decline threshold,,,times the body weight per year
Coris pictoides,Labridae,15.0,15.9,0.54,0.36,1.23,5.2,2,1.5,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Coris sandeyeri,Labridae,25.0,26.3,0.34,0.51,0.54,8.3,2.3,2.2,15.7,16.1,,,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.3,times the body weight per year
Coryphaena equiselis,Coryphaenidae,127.0,130.1,1.39,0.08,1.43,2.1,0.7,0.4,66.1,84.9,21.0 kg,"634.2/3,963.8",nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,4.5+/- s.e. 0.6,times the body weight per year
Coryphaena hippurus,Coryphaenidae,210.0,181,1.04,0.09,1,2.8,1.3,0.6,89,137.1,45.4 kg,"1,402.9/8,768.1",nonguarders: open water/substratum egg scatterers,"299,684.00",High; decline threshold,mainly animals,4.4,times the body weight per year
Coryphaenoides asprellus,Macrouridae,51.5,53.5,0.16,0.91,0.25,17.8,5.3,4.2,29.8,33.6,,,,,Medium; decline threshold,,,times the body weight per year
Coryphaenoides filicauda,Macrouridae,40.0,41.7,0.2,0.77,0.31,14.2,4.1,3.5,23.8,26,,,,,Medium; decline threshold,,0,times the body weight per year
Coryphaenoides grahami,Macrouridae,40.0,41.7,0.2,0.77,0.31,14.2,4.1,3.5,23.8,26,,,,,Medium; decline threshold,,,times the body weight per year
Coryphaenoides mcmillani,Macrouridae,34.0,35.6,0.24,0.67,0.37,11.8,3.3,3,20.7,22,,,,,Medium; decline threshold,,,times the body weight per year
Coryphaenoides murrayi,Macrouridae,37.0,38.7,0.22,0.71,0.34,12.9,3.7,3.2,22.3,24,"8,728.0 g","256.5/1,603.1",,,Medium; decline threshold,,,times the body weight per year
Coryphaenoides rudis,Macrouridae,111.0,114,0.08,1.51,0.12,36,11.6,7.5,58.7,74,,,,,Low; decline threshold,mainly animals,4.5+/- s.e. 0.37,times the body weight per year
Coryphaenoides serrulatus,Macrouridae,45.0,46.9,0.18,0.83,0.28,15.8,4.6,3.8,26.5,29.3,,,,,Medium; decline threshold,,,times the body weight per year
Coryphaenoides striaturus,Macrouridae,54.0,56.1,0.15,0.96,0.23,19,5.7,4.4,31.1,35.4,28.3 kg,"863.0/5,393.8",,,Low; decline threshold,,,times the body weight per year
Coryphaenoides subserrulatus,Macrouridae,37.0,38.7,0.22,0.71,0.34,12.9,3.7,3.2,22.3,24,,,,,Medium; decline threshold,,,times the body weight per year
Corythoichthys amplexus,Syngnathidae,10.0,10.7,1.42,0.15,,2,0.8,0.6,7,6.3,,,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.5,times the body weight per year
Corythoichthys benedetto,Syngnathidae,6.8,7.3,2.05,0.11,,1.4,0.6,0.5,5,4.2,,,,,High; decline threshold,,,times the body weight per year
Corythoichthys flavofasciatus,Syngnathidae,12.0,12.8,1.45,0.14,2.7,1.9,0.8,0.6,8.2,7.6,,,,,High; decline threshold,,0,times the body weight per year
Corythoichthys haematopterus,Syngnathidae,19.8,20.9,0.76,0.23,,3.7,1.4,1,12.8,12.6,,,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.5,times the body weight per year
Corythoichthys intestinalis,Syngnathidae,16.0,16.9,0.92,0.2,,3.1,1.2,0.9,10.6,10.1,,,,,High; decline threshold,mainly animals,3.2+/- s.e. 0.2,times the body weight per year
Corythoichthys ocellatus,Syngnathidae,10.3,11,1.39,0.15,,2,0.8,0.6,7.2,6.5,,,,,High; decline threshold,,,times the body weight per year
Corythoichthys paxtoni,Syngnathidae,13.4,14.2,1.09,0.18,,2.6,1,0.8,9.1,8.4,,,,,High; decline threshold,,,times the body weight per year
Corythoichthys schultzi,Syngnathidae,16.0,16.9,1.11,0.17,2.06,2.5,1,0.7,10.6,10.1,,,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.5,times the body weight per year
Cosmocampus banneri,Syngnathidae,5.8,6.2,2.36,0.1,,1.2,0.5,0.4,4.3,3.6,,,,,High; decline threshold,,0,times the body weight per year
Cosmocampus darrosanus,Syngnathidae,7.4,7.9,1.88,0.12,,1.5,0.6,0.5,5.3,4.6,,,,,High; decline threshold,,,times the body weight per year
Cosmocampus howensis,Syngnathidae,9.5,10.1,1.49,0.14,,1.9,0.8,0.6,6.7,5.9,,,,,High; decline threshold,,,times the body weight per year
Cosmocampus maxweberi,Syngnathidae,10.0,10.7,1.71,0.12,3.19,1.6,0.7,0.5,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Cottapistus cottoides,Tetrarogidae,9.2,9.8,0.3,0.75,,9.2,3.8,2.9,6.5,5.7,,,,,Medium; decline threshold,,0,times the body weight per year
Crapatalus munroi,Leptoscopidae,12.0,12.8,,,1.29,0,0,0,8.2,7.6,,,,,Please en,,,times the body weight per year
Craterocephalus capreoli,Atherinidae,8.5,9.1,0.54,0.42,1.41,5.1,2.2,1.6,6.1,5.3,,,,,High; decline threshold,,,times the body weight per year
Craterocephalus honoriae,Atherinidae,7.0,7.5,0.64,0.37,1.18,4.3,1.9,1.4,5.1,4.3,,,,,High; decline threshold,mainly animals,3.2+/- s.e. 0.4,times the body weight per year
Craterocephalus mugiloides,Atherinidae,7.0,7.5,0.64,0.37,1.67,4.3,1.9,1.4,5.1,4.3,,,,,High; decline threshold,mainly animals,2.8+/- s.e. 0.36,times the body weight per year
Craterocephalus munroi,Atherinidae,5.0,5.4,0.88,0.29,2.3,3.1,1.4,1.1,3.8,3.1,,,,,High; decline threshold,,,times the body weight per year
Creedia alleni,Creediidae,4.0,4.3,,,,0,0,0,3.1,2.4,,,,,Please en,,,times the body weight per year
Creedia haswelli,Creediidae,7.5,8,,,1.81,0,0,0,5.4,4.6,,,,,Please en,,,times the body weight per year
Creedia partimsquamigera,Creediidae,7.0,7.5,,,1.9,0,0,0,5.1,4.3,,,,,Please en,,,times the body weight per year
Crenimugil buchanani,Mugilidae,100.0,102.8,0.1,1.24,0.23,28.8,9.2,6.1,53.5,66.5,"16,298.0 g","488.1/3,050.6",nonguarders: open water/substratum egg scatterers,,Low; decline threshold,mainly plants/detritus,2.2+/- s.e. 0.11,times the body weight per year
Crenimugil crenilabis,Mugilidae,60.0,62.2,0.17,0.82,0.37,16.8,5.1,3.9,34.1,39.4,"4,967.0 g",143.5/896.9,,,Medium; decline threshold,plants/detritus+animals,2.3+/- s.e. 0.14,times the body weight per year
Crenimugil heterocheilos,Mugilidae,50.0,52,0.16,0.92,,17.8,5.3,4.2,29,32.7,,,,,Medium; decline threshold,,0,times the body weight per year
Crenimugil seheli,Mugilidae,60.0,60.2,0.23,0.6,0.49,12.4,3.7,2.9,33.1,38,"4,356.0 g",125.4/783.8,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,plants/detritus+animals,2.3+/- s.e. 0.14,times the body weight per year
Creocele cardinalis,Gobiesocidae,7.5,8,0.32,0.75,0.82,8.6,3.7,2.8,5.4,4.6,,,,,High; decline threshold,,,times the body weight per year
Cristatogobius rubripectoralis,Gobiidae,6.1,6.5,0.86,0.28,,3.2,1.4,1.1,4.5,3.7,,,,,High; decline threshold,,,times the body weight per year
Cristiceps argyropleura,Clinidae,18.0,19,,,0.7,0,0,0,11.8,11.4,,,,,Please en,,,times the body weight per year
Cristiceps aurantiacus,Clinidae,22.0,23.2,,,0.61,0,0,0,14.1,14.1,209.0 g,5.5/34.4,,,Please en,mainly animals,4+/- s.e. 0.66,times the body weight per year
Cristiceps australis,Clinidae,18.0,19,,,0.7,0,0,0,11.8,11.4,,,,,Please en,mainly animals,0,times the body weight per year
Cromileptes altivelis,Serranidae,70.0,55.8,0.4,0.35,0.72,7.2,2.1,1.7,30.9,35.2,"7,153.0 g","209.0/1,306.2",nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,4.5+/- s.e. 0.8,times the body weight per year
Crossorhombus azureus,Bothidae,18.0,19,0.34,0.55,0.83,8.3,3.2,2.3,11.8,11.4,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Crossorhombus howensis,Bothidae,13.0,13.8,0.46,0.44,0.8,6.1,2.4,1.8,8.8,8.2,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Crossorhombus valderostratus,Bothidae,14.0,14.9,0.43,0.46,1.05,6.5,2.5,1.9,9.4,8.9,,,,,High; decline threshold,,,times the body weight per year
Crossosalarias macrospilus,Blenniidae,10.0,10.7,0.68,0.32,1.6,4.1,1.7,1.2,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Cryptocentroides gobioides,Gobiidae,12.0,12.8,0.55,0.37,1.09,5.1,2,1.5,8.2,7.6,,,,,High; decline threshold,,,times the body weight per year
Cryptocentroides insignis,Gobiidae,8.6,9.2,0.75,0.3,1.79,3.7,1.5,1.2,6.1,5.4,,,,,High; decline threshold,,0,times the body weight per year
Cryptocentrus caeruleomaculatus,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,mainly animals,3+/- s.e. 0.34,times the body weight per year
Cryptocentrus cebuanus,Gobiidae,10.0,10.7,0.65,0.33,1.55,4.3,1.7,1.3,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Cryptocentrus cinctus,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Cryptocentrus fasciatus,Gobiidae,14.0,14.9,0.48,0.41,1.14,5.8,2.3,1.7,9.4,8.9,,,,,High; decline threshold,,,times the body weight per year
Cryptocentrus inexplicatus,Gobiidae,12.0,12.8,0.46,0.45,,6.1,2.4,1.8,8.2,7.6,,,,,High; decline threshold,,0,times the body weight per year
Cryptocentrus leucostictus,Gobiidae,7.5,8,0.71,0.33,,3.9,1.7,1.3,5.4,4.6,,,,,High; decline threshold,,0,times the body weight per year
Cryptocentrus maudae,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Cryptocentrus strigilliceps,Gobiidae,12.0,12.8,0.55,0.37,1.31,5.1,2,1.5,8.2,7.6,,,,,High; decline threshold,,0,times the body weight per year
Cryptopsaras couesii,Ceratiidae,7.3,7.8,0.19,1.07,0.45,14.7,6.4,4.9,5.3,4.5,,,,,Medium; decline threshold,mainly animals,4.5+/- s.e. 0.37,
Ctenochaetus binotatus,Acanthuridae,22.0,23.2,0.63,0.28,1.25,4.5,1.7,1.2,14.1,14.1,330.0 g,8.8/55.0,,,High; decline threshold,mainly plants/detritus,2,times the body weight per year
Ctenochaetus cyanocheilus,Acanthuridae,16.0,16.9,0.7,0.27,,4,1.6,1.1,10.6,10.1,,,,,High; decline threshold,,,times the body weight per year
Ctenochaetus striatus,Acanthuridae,26.0,17.5,0.8,0.23,1.75,3.5,1.3,1,10.9,10.5,147.0 g,3.8/23.8,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly plants/detritus,2,times the body weight per year
Ctenochaetus strigosus,Acanthuridae,15.0,15.9,0.74,0.26,,3.8,1.5,1.1,10,9.5,68.8 g,1.7/10.6,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly plants/detritus,2,times the body weight per year
Ctenochaetus tominiensis,Acanthuridae,16.0,16.9,0.7,0.27,,4,1.6,1.1,10.6,10.1,,,,,High; decline threshold,,0,times the body weight per year
Ctenochaetus truncatus,Acanthuridae,16.0,16.9,0.7,0.27,,4,1.6,1.1,10.6,10.1,,,,,High; decline threshold,,,times the body weight per year
Ctenogobiops aurocingulus,Gobiidae,8.0,8.6,0.67,0.34,,4.1,1.8,1.3,5.8,5,,,,,High; decline threshold,,0,times the body weight per year
Ctenogobiops crocineus,Gobiidae,5.5,5.9,0.94,0.27,,2.9,1.3,1,4.1,3.4,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.45,times the body weight per year
Ctenogobiops feroculus,Gobiidae,8.0,8.6,0.67,0.34,,4.1,1.8,1.3,5.8,5,,,,,High; decline threshold,,0,times the body weight per year
Ctenogobiops mitodes,Gobiidae,5.3,5.8,0.97,0.26,,2.8,1.3,1,4.1,3.3,,,,,High; decline threshold,,,times the body weight per year
Ctenogobiops pomastictus,Gobiidae,8.0,8.6,0.67,0.34,,4.1,1.8,1.3,5.8,5,,,,,High; decline threshold,mainly animals,3.2+/- s.e. 0.4,times the body weight per year
Ctenogobiops tangaroai,Gobiidae,6.0,6.5,1.04,0.23,2.49,2.7,1.2,0.9,4.5,3.7,,,,,High; decline threshold,,0,times the body weight per year
Ctenotrypauchen chinensis,Gobiidae,11.8,12.6,0.46,0.45,,6.1,2.4,1.8,8.1,7.5,,,,,High; decline threshold,,,times the body weight per year
Cubiceps baxteri,Nomeidae,100.0,102.8,0.24,0.5,0.35,12,3.8,2.6,53.5,66.5,22.1 kg,"668.8/4,180.0",,,Medium; decline threshold,mainly animals,3.4+/- s.e. 0.35,times the body weight per year
Cubiceps caeruleus,Nomeidae,28.5,30.7,0.66,0.24,1.21,4.3,1.2,1.1,18.1,19.1,8.5 g,0.2/1.2,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,3.6,times the body weight per year
Cubiceps capensis,Nomeidae,101.0,103.9,0.24,0.5,0.35,12,3.8,2.6,54.1,67.2,,,,,Medium; decline threshold,mainly animals,3.5,times the body weight per year
